"checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class","log_credit_amount"
"<0",24,"existing paid","furniture/equipment",2359,"100<=X<500","unemployed",1,"male div/sep","none",1,"life insurance",33,"none","own",1,"skilled",1,"none","yes","bad",7.76599307940768
"<0",24,"existing paid","furniture/equipment",3345,"<100",">=7",4,"male single","none",2,"life insurance",39,"none","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","bad",8.11522197256233
"no checking",18,"critical/other existing credit","furniture/equipment",1817,"<100","1<=X<4",4,"female div/dep/mar","none",2,"no known property",28,"none","own",2,"skilled",1,"none","yes","good",7.50494206839617
"no checking",48,"delayed previously","radio/tv",12749,"500<=X<1000","4<=X<7",4,"male single","none",1,"car",37,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good",9.45320811613812
"<0",9,"existing paid","radio/tv",1366,"<100","<1",3,"female div/dep/mar","none",4,"life insurance",22,"none","rent",1,"skilled",1,"none","yes","bad",7.21964204013074
"0<=X<200",12,"existing paid","new car",2002,"<100","4<=X<7",3,"male single","none",4,"life insurance",30,"none","rent",1,"skilled",2,"yes","yes","good",7.60190195987517
"<0",24,"all paid","furniture/equipment",6872,"<100","<1",2,"male div/sep","none",1,"life insurance",55,"bank","own",1,"skilled",1,"yes","yes","bad",8.83521046366409
"<0",12,"all paid","new car",697,"<100","<1",4,"male single","none",2,"car",46,"bank","own",2,"skilled",1,"yes","yes","bad",6.54678541076052
"<0",18,"critical/other existing credit","furniture/equipment",1049,"<100","<1",4,"female div/dep/mar","none",4,"life insurance",21,"none","rent",1,"skilled",1,"none","yes","good",6.9555926083963
"<0",48,"existing paid","used car",10297,"<100","4<=X<7",4,"male single","none",4,"no known property",39,"stores","for free",3,"skilled",2,"yes","yes","bad",9.23960786965675
"no checking",30,"existing paid","radio/tv",1867,"no known savings",">=7",4,"male single","none",4,"car",58,"none","own",1,"skilled",1,"yes","yes","good",7.53208814354172
"<0",12,"delayed previously","new car",1344,"<100","1<=X<4",4,"male single","none",2,"real estate",43,"none","own",2,"unskilled resident",2,"none","yes","good",7.20340552108309
"<0",24,"existing paid","furniture/equipment",1747,"<100","<1",4,"male single","co applicant",1,"life insurance",24,"none","own",1,"unskilled resident",1,"none","no","good",7.46565531013406
"0<=X<200",9,"existing paid","radio/tv",1670,"<100","<1",4,"female div/dep/mar","none",2,"car",22,"none","own",1,"skilled",1,"yes","yes","bad",7.4205789054108
"no checking",9,"critical/other existing credit","new car",1224,"<100","1<=X<4",3,"male single","none",1,"real estate",30,"none","own",2,"skilled",1,"none","yes","good",7.10987946307227
"no checking",12,"critical/other existing credit","radio/tv",522,"500<=X<1000",">=7",4,"male single","none",4,"life insurance",42,"none","own",2,"skilled",2,"yes","yes","good",6.25766758788264
"<0",12,"existing paid","radio/tv",1498,"<100","1<=X<4",4,"female div/dep/mar","none",1,"car",23,"bank","own",1,"skilled",1,"none","yes","good",7.31188616407716
"0<=X<200",30,"delayed previously","radio/tv",1919,"100<=X<500","<1",4,"male single","none",3,"no known property",30,"stores","own",2,"high qualif/self emp/mgmt",1,"none","yes","bad",7.5595594960077
">=200",9,"existing paid","radio/tv",745,"<100","1<=X<4",3,"female div/dep/mar","none",2,"real estate",28,"none","own",1,"unskilled resident",1,"none","yes","bad",6.61338421837956
"0<=X<200",6,"existing paid","radio/tv",2063,"<100","<1",4,"male mar/wid","none",3,"car",30,"none","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","good",7.63191651307125
"0<=X<200",60,"existing paid","education",6288,"<100","1<=X<4",4,"male single","none",4,"no known property",42,"none","for free",1,"skilled",1,"none","yes","bad",8.74639833410904
"no checking",24,"critical/other existing credit","used car",6842,"no known savings","1<=X<4",2,"male single","none",4,"life insurance",46,"none","own",2,"high qualif/self emp/mgmt",2,"yes","yes","good",8.83083536553755
"no checking",12,"existing paid","new car",3527,"no known savings","<1",2,"male single","none",3,"life insurance",45,"none","own",1,"high qualif/self emp/mgmt",2,"yes","yes","good",8.16820293023605
"no checking",10,"existing paid","new car",1546,"<100","1<=X<4",3,"male single","none",2,"real estate",31,"none","own",1,"unskilled resident",2,"none","no","good",7.34342622914737
"no checking",24,"existing paid","furniture/equipment",929,"no known savings","4<=X<7",4,"male single","none",2,"car",31,"stores","own",1,"skilled",1,"yes","yes","good",6.83410873881384
"no checking",4,"critical/other existing credit","new car",1455,"<100","4<=X<7",2,"male single","none",1,"real estate",42,"none","own",3,"unskilled resident",2,"none","yes","good",7.28276117960559
"<0",15,"existing paid","furniture/equipment",1845,"<100","<1",4,"female div/dep/mar","guarantor",1,"life insurance",46,"none","rent",1,"skilled",1,"none","yes","good",7.52023455647463
"0<=X<200",48,"no credits/all paid","new car",8358,"500<=X<1000","<1",1,"female div/dep/mar","none",1,"car",30,"none","own",2,"skilled",1,"none","yes","good",9.03097444300786
"<0",24,"all paid","furniture/equipment",3349,"500<=X<1000","<1",4,"male single","none",4,"no known property",30,"none","for free",1,"skilled",2,"yes","yes","bad",8.1164170727942
"no checking",12,"existing paid","new car",2859,"no known savings","unemployed",4,"male single","none",4,"no known property",38,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good",7.95822719232231
"no checking",18,"existing paid","furniture/equipment",1533,"<100","<1",4,"male mar/wid","co applicant",1,"life insurance",43,"none","own",1,"unskilled resident",2,"none","yes","bad",7.33498187887181
"no checking",24,"existing paid","radio/tv",3621,"100<=X<500",">=7",2,"male single","none",4,"car",31,"none","own",2,"skilled",1,"none","yes","bad",8.19450550976564
"0<=X<200",18,"critical/other existing credit","business",3590,"<100","unemployed",3,"male mar/wid","none",3,"car",40,"none","own",3,"unemp/unskilled non res",2,"yes","yes","good",8.18590748148232
"<0",36,"delayed previously","business",2145,"<100","4<=X<7",2,"male single","none",1,"car",24,"none","own",2,"skilled",1,"yes","yes","bad",7.67089483136212
"0<=X<200",24,"existing paid","used car",4113,"500<=X<1000","<1",3,"female div/dep/mar","none",4,"car",28,"none","rent",1,"skilled",1,"none","yes","bad",8.32190796823042
"no checking",36,"existing paid","furniture/equipment",10974,"<100","unemployed",4,"female div/dep/mar","none",2,"car",26,"none","own",2,"high qualif/self emp/mgmt",1,"yes","yes","bad",9.30328411761892
"<0",12,"existing paid","new car",1893,"<100","1<=X<4",4,"female div/dep/mar","guarantor",4,"life insurance",29,"none","own",1,"skilled",1,"yes","yes","good",7.54591815120932
"<0",24,"critical/other existing credit","radio/tv",1231,">=1000",">=7",4,"female div/dep/mar","none",4,"life insurance",57,"none","rent",2,"high qualif/self emp/mgmt",1,"yes","yes","good",7.11558212618445
">=200",30,"critical/other existing credit","radio/tv",3656,"no known savings",">=7",4,"male single","none",4,"life insurance",49,"stores","own",2,"unskilled resident",1,"none","yes","good",8.20412493257404
"0<=X<200",9,"critical/other existing credit","radio/tv",1154,"<100",">=7",2,"male single","none",4,"real estate",37,"none","own",3,"unskilled resident",1,"none","yes","good",7.05098944706805
"<0",28,"existing paid","new car",4006,"<100","1<=X<4",3,"male single","none",2,"car",45,"none","own",1,"unskilled resident",1,"none","yes","bad",8.29554851622576
"0<=X<200",24,"existing paid","furniture/equipment",3069,"100<=X<500",">=7",4,"male single","none",4,"no known property",30,"none","for free",1,"skilled",1,"none","yes","good",8.02910705461974
"no checking",6,"critical/other existing credit","radio/tv",1740,"<100",">=7",2,"male mar/wid","none",2,"real estate",30,"none","rent",2,"skilled",1,"none","yes","good",7.46164039220858
"0<=X<200",21,"delayed previously","new car",2353,"<100","1<=X<4",1,"male div/sep","none",4,"life insurance",47,"none","own",2,"skilled",1,"none","yes","good",7.76344638872736
"no checking",15,"existing paid","new car",3556,"no known savings","1<=X<4",3,"male single","none",2,"no known property",29,"none","own",1,"skilled",1,"none","yes","good",8.1763915966338
"no checking",24,"existing paid","radio/tv",2397,"500<=X<1000",">=7",3,"male single","none",2,"car",35,"bank","own",2,"skilled",1,"yes","yes","bad",7.78197323443438
"0<=X<200",6,"existing paid","other",454,"<100","<1",3,"male mar/wid","none",1,"life insurance",22,"none","own",1,"unskilled resident",1,"none","yes","good",6.11809719804135
"0<=X<200",30,"existing paid","radio/tv",1715,"no known savings","1<=X<4",4,"female div/dep/mar","none",1,"car",26,"none","own",1,"skilled",1,"none","yes","good",7.44716835960004
"0<=X<200",27,"critical/other existing credit","radio/tv",2520,"500<=X<1000","1<=X<4",4,"male single","none",2,"life insurance",23,"none","own",2,"unskilled resident",1,"none","yes","bad",7.83201418050547
"no checking",15,"existing paid","radio/tv",3568,"<100",">=7",4,"female div/dep/mar","none",2,"car",54,"bank","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","good",8.1797604936999
"no checking",42,"existing paid","radio/tv",7166,"no known savings","4<=X<7",2,"male mar/wid","none",4,"life insurance",29,"none","rent",1,"skilled",1,"yes","yes","good",8.8771028978649
"<0",11,"critical/other existing credit","new car",3939,"<100","1<=X<4",1,"male single","none",2,"real estate",40,"none","own",2,"unskilled resident",2,"none","yes","good",8.27868216297091
"0<=X<200",15,"existing paid","other",1514,"100<=X<500","1<=X<4",4,"male single","guarantor",2,"real estate",22,"none","own",1,"skilled",1,"none","yes","good",7.32251043399739
"no checking",24,"existing paid","new car",7393,"<100","1<=X<4",1,"male single","none",4,"life insurance",43,"none","own",1,"unskilled resident",2,"none","yes","good",8.9082888855571
"<0",24,"all paid","new car",1193,"<100","unemployed",1,"female div/dep/mar","co applicant",4,"no known property",29,"none","rent",2,"unemp/unskilled non res",1,"none","yes","bad",7.08422642209792
"<0",60,"existing paid","business",7297,"<100",">=7",4,"male single","co applicant",4,"no known property",36,"none","rent",1,"skilled",1,"none","yes","bad",8.89521858376562
"no checking",30,"critical/other existing credit","radio/tv",2831,"<100","1<=X<4",4,"female div/dep/mar","none",2,"car",33,"none","own",1,"skilled",1,"yes","yes","good",7.9483852851119
">=200",24,"existing paid","radio/tv",1258,"500<=X<1000","1<=X<4",3,"female div/dep/mar","none",3,"car",57,"none","own",1,"unskilled resident",1,"none","yes","good",7.13727843726039
"0<=X<200",6,"existing paid","radio/tv",753,"<100","1<=X<4",2,"female div/dep/mar","guarantor",3,"real estate",64,"none","own",1,"skilled",1,"none","yes","good",6.62406522779989
"0<=X<200",18,"delayed previously","business",2427,"no known savings",">=7",4,"male single","none",2,"life insurance",42,"none","own",2,"skilled",1,"none","yes","good",7.7944112057266
"no checking",24,"delayed previously","new car",2538,"<100",">=7",4,"male single","none",4,"car",47,"none","own",2,"unskilled resident",2,"none","yes","bad",7.83913164827433
"0<=X<200",15,"all paid","new car",1264,"100<=X<500","1<=X<4",2,"male mar/wid","none",2,"life insurance",25,"none","rent",1,"skilled",1,"none","yes","bad",7.1420365747068
"0<=X<200",30,"critical/other existing credit","furniture/equipment",8386,"<100","4<=X<7",2,"male single","none",2,"life insurance",49,"none","own",1,"skilled",1,"none","yes","bad",9.03431892773071
"no checking",48,"existing paid","business",4844,"<100","unemployed",3,"male single","none",2,"car",33,"bank","rent",1,"high qualif/self emp/mgmt",1,"yes","yes","bad",8.48549610467298
">=200",21,"existing paid","new car",2923,"100<=X<500","1<=X<4",1,"female div/dep/mar","none",1,"car",28,"bank","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good",7.98036576511125
"<0",36,"existing paid","used car",8229,"<100","1<=X<4",2,"male single","none",2,"life insurance",26,"none","own",1,"skilled",2,"none","yes","bad",9.01541977960571
"no checking",24,"critical/other existing credit","furniture/equipment",2028,"<100","4<=X<7",2,"male single","none",2,"life insurance",30,"none","own",2,"unskilled resident",1,"none","yes","good",7.61480536471107
"<0",15,"critical/other existing credit","furniture/equipment",1433,"<100","1<=X<4",4,"female div/dep/mar","none",3,"life insurance",25,"none","rent",2,"skilled",1,"none","yes","good",7.26752542782817
">=200",42,"no credits/all paid","business",6289,"<100","<1",2,"male div/sep","none",1,"life insurance",33,"none","own",2,"skilled",1,"none","yes","good",8.7465573545435
"no checking",13,"existing paid","radio/tv",1409,"100<=X<500","unemployed",2,"female div/dep/mar","none",4,"real estate",64,"none","own",1,"skilled",1,"none","yes","good",7.25063551189868
"<0",24,"existing paid","used car",6579,"<100","unemployed",4,"male single","none",2,"no known property",29,"none","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","good",8.791638037086
"0<=X<200",24,"critical/other existing credit","radio/tv",1743,"<100",">=7",4,"male single","none",2,"life insurance",48,"none","own",2,"unskilled resident",1,"none","yes","good",7.46336304552002
"no checking",12,"critical/other existing credit","education",3565,"no known savings","<1",2,"male single","none",1,"life insurance",37,"none","own",2,"unskilled resident",2,"none","yes","good",8.1789193328484
"no checking",15,"all paid","radio/tv",1569,"100<=X<500",">=7",4,"male single","none",4,"car",34,"bank","own",1,"unskilled resident",2,"none","yes","good",7.35819375273303
"<0",18,"existing paid","radio/tv",1936,"no known savings","4<=X<7",2,"male mar/wid","none",4,"car",23,"none","rent",2,"unskilled resident",1,"none","yes","good",7.56837926783652
"<0",36,"existing paid","furniture/equipment",3959,"<100","unemployed",4,"male single","none",3,"life insurance",30,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good",8.28374674710613
"no checking",12,"existing paid","new car",2390,"no known savings",">=7",4,"male single","none",3,"car",50,"none","own",1,"skilled",1,"yes","yes","good",7.77904864492556
"no checking",12,"existing paid","furniture/equipment",1736,"<100","4<=X<7",3,"female div/dep/mar","none",4,"real estate",31,"none","own",1,"unskilled resident",1,"none","yes","good",7.4593388952203
"<0",30,"existing paid","used car",3857,"<100","1<=X<4",4,"male div/sep","none",4,"life insurance",40,"none","own",1,"high qualif/self emp/mgmt",1,"yes","yes","good",8.25764495820823
"no checking",12,"existing paid","radio/tv",804,"<100",">=7",4,"male single","none",4,"car",38,"none","own",1,"skilled",1,"none","yes","good",6.68959926917897
"<0",45,"existing paid","radio/tv",1845,"<100","1<=X<4",4,"male single","none",4,"no known property",23,"none","for free",1,"skilled",1,"yes","yes","bad",7.52023455647463
"0<=X<200",45,"critical/other existing credit","used car",4576,"100<=X<500","unemployed",3,"male single","none",4,"car",27,"none","own",1,"skilled",1,"none","yes","good",8.42858053305963
